,Unnamed: 0,TIMESTAMP,ITEM_COUNT,USER_LAT,USER_LONG,VENUE_LAT,VENUE_LONG,ESTIMATED_DELIVERY_MINUTES,ACTUAL_DELIVERY_MINUTES,CLOUD_COVERAGE,TEMPERATURE,WIND_SPEED,PRECIPITATION,BIN_NUMBER,MONTH,DAY_NUMBER,WEEK_DAY,DELIVERY_LENGTH,AVG_TRAFFIC_SPEED
0,0,2020-08-01 06:07:00.000,1,60.158,24.946,60.16,24.946,29,10,0.0,15.0,3.53644,0.0,73,8,214,5,0.0,72.23076923076923
1,1,2020-08-01 06:17:00.000,8,60.163,24.927,60.153,24.91,39,32,0.0,15.0,3.53644,0.0,75,8,214,5,155.72,65.6774193548387
2,2,2020-08-01 06:54:00.000,4,60.161,24.937,60.162,24.939,23,6,0.0,15.0,3.53644,0.0,82,8,214,5,281.44300000000004,66.35483870967742
3,3,2020-08-01 07:09:00.000,3,60.185,24.954,60.19,24.911,28,26,0.0,16.7,3.52267,0.0,85,8,214,5,2752.7760000000007,67.06666666666666
4,4,2020-08-01 07:10:00.000,2,60.182,24.955,60.178,24.949,27,26,0.0,16.7,3.52267,0.0,86,8,214,5,710.3570000000001,79.86486486486487
5,5,2020-08-01 07:20:00.000,2,60.173,24.953,60.178,24.949,18,15,0.0,16.7,3.52267,0.0,88,8,214,5,929.8950000000002,79.875
6,6,2020-08-01 07:33:00.000,2,60.188,24.956,60.178,24.949,24,35,0.0,16.7,3.52267,0.0,90,8,214,5,710.3570000000001,79.89583333333333
7,7,2020-08-01 07:44:00.000,2,60.199,24.957,60.198,24.932,31,32,0.0,16.7,3.52267,0.0,92,8,214,5,2635.5240000000017,63.92857142857143
8,8,2020-08-01 07:59:00.000,1,60.182,24.955,60.178,24.949,24,24,0.0,16.7,3.52267,0.0,95,8,214,5,710.3570000000001,80.1
9,9,2020-08-01 08:06:00.000,4,60.189,24.964,60.165,24.929,36,42,25.0,17.8,3.35088,0.0,97,8,214,5,2118.581,63.06976744186046
10,10,2020-08-01 08:10:00.000,1,60.154,24.949,60.168,24.938,37,41,25.0,17.8,3.35088,0.0,98,8,214,5,1046.952,63.53191489361702
11,11,2020-08-01 08:10:00.000,3,60.196,24.922,60.198,24.929,32,26,25.0,17.8,3.35088,0.0,98,8,214,5,117.252,63.53191489361702
12,12,2020-08-01 08:12:00.000,3,60.178,24.924,60.168,24.93,27,16,25.0,17.8,3.35088,0.0,98,8,214,5,1500.889,63.53191489361702
13,13,2020-08-01 08:20:00.000,7,60.186,24.922,60.178,24.925,25,35,25.0,17.8,3.35088,0.0,100,8,214,5,245.973,63.8936170212766
14,14,2020-08-01 08:20:00.000,2,60.183,24.923,60.18,24.927,27,27,25.0,17.8,3.35088,0.0,100,8,214,5,230.121,63.8936170212766
15,15,2020-08-01 08:24:00.000,3,60.177,24.928,60.168,24.939,35,28,25.0,17.8,3.35088,0.0,100,8,214,5,1402.6760000000002,63.8936170212766
16,16,2020-08-01 08:25:00.000,1,60.183,24.963,60.194,24.956,23,20,25.0,17.8,3.35088,0.0,101,8,214,5,128.478,81.38297872340425
17,17,2020-08-01 08:26:00.000,6,60.162,24.937,60.16,24.946,22,22,25.0,17.8,3.35088,0.0,101,8,214,5,712.1020000000001,70.12068965517241
18,18,2020-08-01 08:33:00.000,9,60.159,24.939,60.169,24.938,31,37,25.0,17.8,3.35088,0.0,102,8,214,5,641.374,65.19148936170212
19,19,2020-08-01 08:33:00.000,3,60.186,24.918,60.189,24.917,20,19,25.0,17.8,3.35088,0.0,102,8,214,5,0.0,65.19148936170212
20,20,2020-08-01 08:39:00.000,3,60.189,24.914,60.19,24.911,26,22,25.0,17.8,3.35088,0.0,103,8,214,5,0.0,66.0754716981132
21,21,2020-08-01 08:40:00.000,2,60.187,24.959,60.178,24.949,28,42,25.0,17.8,3.35088,0.0,104,8,214,5,710.3570000000001,81.51666666666667
22,22,2020-08-01 08:42:00.000,4,60.181,24.954,60.178,24.949,26,22,25.0,17.8,3.35088,0.0,104,8,214,5,710.3570000000001,81.51666666666667
23,23,2020-08-01 08:58:00.000,4,60.168,24.934,60.169,24.933,32,25,25.0,17.8,3.35088,0.0,107,8,214,5,368.31500000000005,65.70689655172414
24,24,2020-08-01 09:04:00.000,1,60.173,24.922,60.19,24.911,31,32,0.0,17.8,3.29756,0.0,108,8,214,5,947.592,64.54545454545455
25,25,2020-08-01 09:06:00.000,1,60.159,24.913,60.163,24.929,25,26,0.0,17.8,3.29756,0.0,109,8,214,5,0.0,64.93181818181819
26,26,2020-08-01 09:08:00.000,1,60.189,24.963,60.194,24.95,30,29,0.0,17.8,3.29756,0.0,109,8,214,5,234.426,79.45833333333333
27,27,2020-08-01 09:09:00.000,4,60.183,24.919,60.173,24.923,34,32,0.0,17.8,3.29756,0.0,109,8,214,5,808.0490000000001,64.93181818181819
28,28,2020-08-01 09:09:00.000,1,60.171,24.955,60.185,24.953,23,33,0.0,17.8,3.29756,0.0,109,8,214,5,1149.5980000000002,79.45833333333333
29,29,2020-08-01 09:11:00.000,1,60.165,24.928,60.168,24.938,28,24,0.0,17.8,3.29756,0.0,110,8,214,5,437.2330000000001,65.32727272727273
30,30,2020-08-01 09:14:00.000,1,60.183,24.962,60.195,24.951,28,27,0.0,17.8,3.29756,0.0,110,8,214,5,234.426,80.28985507246377
31,31,2020-08-01 09:15:00.000,1,60.185,24.916,60.171,24.919,30,39,0.0,17.8,3.29756,0.0,111,8,214,5,1143.2370000000003,62.82432432432432
32,32,2020-08-01 09:17:00.000,1,60.184,24.954,60.187,24.977,32,32,0.0,17.8,3.29756,0.0,111,8,214,5,128.478,72.01282051282051
33,33,2020-08-01 09:19:00.000,1,60.176,24.923,60.168,24.938,28,30,0.0,17.8,3.29756,0.0,111,8,214,5,1176.003,62.82432432432432
34,34,2020-08-01 09:21:00.000,5,60.168,24.964,60.168,24.976,32,42,0.0,17.8,3.29756,0.0,112,8,214,5,0.0,71.2072072072072
35,35,2020-08-01 09:22:00.000,1,60.16,24.951,60.163,24.945,24,23,0.0,17.8,3.29756,0.0,112,8,214,5,383.69,71.2072072072072
36,36,2020-08-01 09:26:00.000,1,60.155,24.915,60.167,24.938,37,36,0.0,17.8,3.29756,0.0,113,8,214,5,492.573,64.21126760563381
37,37,2020-08-01 09:28:00.000,1,60.187,24.955,60.198,24.93,38,22,0.0,17.8,3.29756,0.0,113,8,214,5,2635.5240000000017,64.21126760563381
38,38,2020-08-01 09:34:00.000,1,60.185,24.912,60.169,24.93,37,22,0.0,17.8,3.29756,0.0,114,8,214,5,1491.7189999999996,63.3125
39,39,2020-08-01 09:35:00.000,3,60.197,24.966,60.185,24.961,30,44,0.0,17.8,3.29756,0.0,115,8,214,5,0.0,70.3917525773196
40,40,2020-08-01 09:37:00.000,1,60.17,24.927,60.17,24.945,37,29,0.0,17.8,3.29756,0.0,115,8,214,5,687.4269999999999,80.85714285714286
41,41,2020-08-01 09:41:00.000,2,60.187,24.968,60.169,24.935,47,42,0.0,17.8,3.29756,0.0,116,8,214,5,1780.637999999999,65.43434343434343
42,42,2020-08-01 09:50:00.000,3,60.179,24.954,60.18,24.95,26,35,0.0,17.8,3.29756,0.0,118,8,214,5,226.232,81.25274725274726
43,43,2020-08-01 09:59:00.000,4,60.174,24.957,60.169,24.929,37,27,0.0,17.8,3.29756,0.0,119,8,214,5,1262.7979999999995,64.36893203883496
44,44,2020-08-01 10:01:00.000,1,60.157,24.921,60.169,24.932,37,27,0.0,17.8,3.15193,0.0,120,8,214,5,788.1419999999999,63.483870967741936
45,45,2020-08-01 10:07:00.000,1,60.162,24.935,60.168,24.935,29,22,0.0,17.8,3.15193,0.0,121,8,214,5,568.878,65.248
46,46,2020-08-01 10:09:00.000,5,60.164,24.951,60.164,24.944,28,36,0.0,17.8,3.15193,0.0,121,8,214,5,451.888,65.248
47,47,2020-08-01 10:13:00.000,4,60.168,24.957,60.165,24.948,30,41,0.0,17.8,3.15193,0.0,122,8,214,5,592.3820000000002,71.66981132075472
48,48,2020-08-01 10:14:00.000,1,60.161,24.939,60.163,24.942,24,18,0.0,17.8,3.15193,0.0,122,8,214,5,37.818,61.88461538461539
49,49,2020-08-01 10:17:00.000,2,60.195,24.945,60.194,24.956,24,22,0.0,17.8,3.15193,0.0,123,8,214,5,751.2949999999998,83.97169811320755
50,50,2020-08-01 10:18:00.000,3,60.158,24.935,60.169,24.935,34,39,0.0,17.8,3.15193,0.0,123,8,214,5,805.1830000000001,63.48148148148148
51,51,2020-08-01 10:21:00.000,1,60.167,24.949,60.169,24.941,28,22,0.0,17.8,3.15193,0.0,124,8,214,5,908.1810000000004,63.46017699115044
52,52,2020-08-01 10:24:00.000,4,60.175,24.928,60.166,24.929,30,27,0.0,17.8,3.15193,0.0,124,8,214,5,1231.8580000000002,63.46017699115044
53,53,2020-08-01 10:25:00.000,4,60.187,24.915,60.192,24.952,40,53,0.0,17.8,3.15193,0.0,125,8,214,5,2665.2960000000007,82.64601769911505
54,54,2020-08-01 10:28:00.000,5,60.181,24.917,60.167,24.932,55,48,0.0,17.8,3.15193,0.0,125,8,214,5,1611.2769999999996,62.34653465346535
55,55,2020-08-01 10:28:00.000,1,60.188,24.921,60.169,24.933,30,44,0.0,17.8,3.15193,0.0,125,8,214,5,1491.7189999999996,62.34653465346535
56,56,2020-08-01 10:31:00.000,1,60.173,24.924,60.169,24.929,25,17,0.0,17.8,3.15193,0.0,126,8,214,5,702.8489999999998,62.87603305785124
57,57,2020-08-01 10:33:00.000,1,60.16,24.945,60.169,24.945,28,44,0.0,17.8,3.15193,0.0,126,8,214,5,602.604,79.77477477477477
58,58,2020-08-01 10:36:00.000,6,60.198,24.951,60.187,24.962,32,30,0.0,17.8,3.15193,0.0,127,8,214,5,234.426,72.25833333333334
59,59,2020-08-01 10:38:00.000,5,60.194,24.943,60.178,24.949,28,27,0.0,17.8,3.15193,0.0,127,8,214,5,232.345,80.44954128440367
60,60,2020-08-01 10:39:00.000,1,60.188,24.945,60.198,24.93,34,45,0.0,17.8,3.15193,0.0,127,8,214,5,2695.599000000001,61.816
61,61,2020-08-01 10:40:00.000,1,60.161,24.938,60.168,24.93,25,15,0.0,17.8,3.15193,0.0,128,8,214,5,566.173,63.05426356589148
62,62,2020-08-01 10:42:00.000,6,60.162,24.944,60.169,24.927,28,46,0.0,17.8,3.15193,0.0,128,8,214,5,814.7679999999999,63.05426356589148
63,63,2020-08-01 10:47:00.000,1,60.157,24.93,60.169,24.929,35,16,0.0,17.8,3.15193,0.0,129,8,214,5,793.947,62.584070796460175
64,64,2020-08-01 10:48:00.000,2,60.195,24.976,60.185,24.979,31,20,0.0,17.8,3.15193,0.0,129,8,214,5,128.478,70.0
65,65,2020-08-01 10:50:00.000,3,60.157,24.946,60.168,24.939,31,26,0.0,17.8,3.15193,0.0,130,8,214,5,674.037,61.79090909090909
66,66,2020-08-01 10:55:00.000,5,60.164,24.93,60.162,24.936,36,30,0.0,17.8,3.15193,0.0,131,8,214,5,161.525,61.84375
67,67,2020-08-01 10:57:00.000,6,60.193,24.966,60.192,24.952,34,30,0.0,17.8,3.15193,0.0,131,8,214,5,234.426,81.5575221238938
68,68,2020-08-01 10:59:00.000,7,60.157,24.947,60.169,24.945,37,38,0.0,17.8,3.15193,0.0,131,8,214,5,651.0240000000001,81.5575221238938
69,69,2020-08-01 10:59:00.000,2,60.187,24.957,60.195,24.951,32,38,0.0,17.8,3.15193,0.0,131,8,214,5,234.426,81.5575221238938
70,70,2020-08-01 11:02:00.000,4,60.17,24.926,60.169,24.933,29,29,0.0,18.9,3.40731,0.0,132,8,214,5,11.236,65.1864406779661
71,71,2020-08-01 11:05:00.000,4,60.184,24.953,60.186,25.007,40,29,0.0,18.9,3.40731,0.0,133,8,214,5,116.318,70.7936507936508
72,72,2020-08-01 11:06:00.000,3,60.163,24.946,60.163,24.941,32,31,0.0,18.9,3.40731,0.0,133,8,214,5,421.976,62.34814814814815
73,73,2020-08-01 11:06:00.000,5,60.171,24.955,60.162,24.928,35,33,0.0,18.9,3.40731,0.0,133,8,214,5,1431.2550000000003,62.34814814814815
74,74,2020-08-01 11:11:00.000,3,60.185,24.919,60.185,24.941,31,36,0.0,18.9,3.40731,0.0,134,8,214,5,117.252,80.79032258064517
75,75,2020-08-01 11:12:00.000,1,60.183,24.959,60.185,24.941,30,34,0.0,18.9,3.40731,0.0,134,8,214,5,2635.5240000000017,80.79032258064517
76,76,2020-08-01 11:16:00.000,3,60.169,24.929,60.171,24.947,34,40,0.0,18.9,3.40731,0.0,135,8,214,5,1303.2199999999991,77.79838709677419
77,77,2020-08-01 11:17:00.000,3,60.195,24.959,60.193,24.958,22,23,0.0,18.9,3.40731,0.0,135,8,214,5,0.0,77.79838709677419
78,78,2020-08-01 11:23:00.000,1,60.189,24.955,60.195,24.957,26,30,0.0,18.9,3.40731,0.0,136,8,214,5,0.0,81.29824561403508
79,79,2020-08-01 11:23:00.000,1,60.171,24.929,60.173,24.929,26,23,0.0,18.9,3.40731,0.0,136,8,214,5,354.3670000000001,62.32710280373832
80,80,2020-08-01 11:24:00.000,5,60.16,24.942,60.169,24.941,30,38,0.0,18.9,3.40731,0.0,136,8,214,5,1109.0680000000002,62.32710280373832
81,81,2020-08-01 11:26:00.000,1,60.186,24.92,60.189,24.917,24,22,0.0,18.9,3.40731,0.0,137,8,214,5,0.0,62.81168831168832
82,82,2020-08-01 11:26:00.000,2,60.158,24.922,60.167,24.938,30,38,0.0,18.9,3.40731,0.0,137,8,214,5,492.573,62.81168831168832
83,83,2020-08-01 11:26:00.000,2,60.189,24.915,60.181,24.925,29,49,0.0,18.9,3.40731,0.0,137,8,214,5,230.121,62.81168831168832
84,84,2020-08-01 11:27:00.000,1,60.193,24.955,60.188,24.983,33,28,0.0,18.9,3.40731,0.0,137,8,214,5,128.478,71.87820512820512
85,85,2020-08-01 11:28:00.000,1,60.17,24.92,60.168,24.93,30,25,0.0,18.9,3.40731,0.0,137,8,214,5,379.551,62.81168831168832
86,86,2020-08-01 11:29:00.000,1,60.185,24.947,60.188,24.96,26,14,0.0,18.9,3.40731,0.0,137,8,214,5,751.2949999999998,71.87820512820512
87,87,2020-08-01 11:31:00.000,4,60.184,24.96,60.178,24.949,25,41,0.0,18.9,3.40731,0.0,138,8,214,5,710.3570000000001,79.56551724137931
88,88,2020-08-01 11:36:00.000,1,60.185,24.943,60.169,24.945,34,34,0.0,18.9,3.40731,0.0,139,8,214,5,1543.4710000000005,79.66355140186916
89,89,2020-08-01 11:39:00.000,1,60.155,24.914,60.165,24.933,31,32,0.0,18.9,3.40731,0.0,139,8,214,5,155.72,62.42727272727273
90,90,2020-08-01 11:41:00.000,3,60.163,24.913,60.159,24.918,26,19,0.0,18.9,3.40731,0.0,140,8,214,5,155.72,63.47619047619048
91,91,2020-08-01 11:45:00.000,1,60.158,24.915,60.157,24.921,30,30,0.0,18.9,3.40731,0.0,141,8,214,5,0.0,62.15277777777778
92,92,2020-08-01 11:46:00.000,2,60.194,24.963,60.19,24.956,24,33,0.0,18.9,3.40731,0.0,141,8,214,5,0.0,80.73202614379085
93,93,2020-08-01 11:47:00.000,2,60.155,24.911,60.151,24.885,32,19,0.0,18.9,3.40731,0.0,141,8,214,5,0.0,81.98755186721992
94,94,2020-08-01 11:47:00.000,1,60.179,24.925,60.181,24.925,30,33,0.0,18.9,3.40731,0.0,141,8,214,5,62.778,62.15277777777778
95,95,2020-08-01 11:49:00.000,1,60.18,24.925,60.183,24.923,37,42,0.0,18.9,3.40731,0.0,141,8,214,5,245.973,62.15277777777778
96,96,2020-08-01 11:51:00.000,1,60.188,24.946,60.194,24.956,28,21,0.0,18.9,3.40731,0.0,142,8,214,5,751.2949999999998,80.18823529411765
97,97,2020-08-01 11:56:00.000,1,60.168,24.927,60.169,24.93,31,24,0.0,18.9,3.40731,0.0,143,8,214,5,368.31500000000005,64.13970588235294
98,98,2020-08-01 11:58:00.000,6,60.185,24.911,60.167,24.94,39,32,0.0,18.9,3.40731,0.0,143,8,214,5,1527.1549999999995,64.13970588235294
99,99,2020-08-01 12:00:00.000,1,60.183,24.954,60.188,24.956,23,18,45.0,20.0,2.9208,0.0,144,8,214,5,0.0,80.08620689655173
100,100,2020-08-01 12:03:00.000,2,60.185,24.953,60.195,24.956,24,27,45.0,20.0,2.9208,0.0,144,8,214,5,0.0,80.08620689655173
101,101,2020-08-01 12:04:00.000,3,60.165,24.967,60.187,24.963,38,46,45.0,20.0,2.9208,0.0,144,8,214,5,1797.4449999999997,71.21739130434783
102,102,2020-08-01 12:05:00.000,1,60.168,24.966,60.172,24.958,27,18,45.0,20.0,2.9208,0.0,145,8,214,5,800.744,70.16666666666667
103,103,2020-08-01 12:08:00.000,7,60.172,24.947,60.169,24.941,37,37,45.0,20.0,2.9208,0.0,145,8,214,5,974.5330000000002,61.43558282208589
104,104,2020-08-01 12:10:00.000,1,60.16,24.924,60.168,24.935,30,27,45.0,20.0,2.9208,0.0,146,8,214,5,563.073,63.1764705882353
105,105,2020-08-01 12:15:00.000,4,60.186,24.953,60.195,24.956,26,39,45.0,20.0,2.9208,0.0,147,8,214,5,0.0,81.59420289855072
106,106,2020-08-01 12:15:00.000,6,60.193,24.94,60.198,24.931,37,56,45.0,20.0,2.9208,0.0,147,8,214,5,0.0,63.89705882352941
107,107,2020-08-01 12:16:00.000,1,60.176,24.937,60.175,24.924,25,32,45.0,20.0,2.9208,0.0,147,8,214,5,229.516,63.89705882352941
108,108,2020-08-01 12:18:00.000,5,60.184,24.954,60.185,24.961,26,19,45.0,20.0,2.9208,0.0,147,8,214,5,0.0,70.30061349693251
109,109,2020-08-01 12:21:00.000,3,60.165,24.963,60.171,24.947,35,28,45.0,20.0,2.9208,0.0,148,8,214,5,996.7559999999996,80.05194805194805
110,110,2020-08-01 12:25:00.000,1,60.189,24.956,60.187,24.966,30,16,45.0,20.0,2.9208,0.0,149,8,214,5,0.0,71.91329479768787
111,111,2020-08-01 12:27:00.000,1,60.181,24.925,60.181,24.925,23,20,45.0,20.0,2.9208,0.0,149,8,214,5,0.0,64.22834645669292
112,112,2020-08-01 12:27:00.000,1,60.157,24.914,60.152,24.91,29,23,45.0,20.0,2.9208,0.0,149,8,214,5,0.0,64.22834645669292
113,113,2020-08-01 12:28:00.000,5,60.185,24.944,60.194,24.956,23,36,45.0,20.0,2.9208,0.0,149,8,214,5,734.3849999999998,80.57342657342657
114,114,2020-08-01 12:29:00.000,1,60.184,24.961,60.182,24.979,30,26,45.0,20.0,2.9208,0.0,149,8,214,5,116.318,71.91329479768787
115,115,2020-08-01 12:30:00.000,2,60.188,24.94,60.194,24.956,23,20,45.0,20.0,2.9208,0.0,150,8,214,5,2635.5240000000003,81.97222222222223
116,116,2020-08-01 12:30:00.000,3,60.186,24.946,60.188,24.956,25,21,45.0,20.0,2.9208,0.0,150,8,214,5,751.2949999999998,81.97222222222223
117,117,2020-08-01 12:33:00.000,4,60.193,24.957,60.195,24.951,24,22,45.0,20.0,2.9208,0.0,150,8,214,5,234.426,81.97222222222223
118,118,2020-08-01 12:33:00.000,1,60.187,24.918,60.182,24.923,24,45,45.0,20.0,2.9208,0.0,150,8,214,5,0.0,63.32214765100671
119,119,2020-08-01 12:38:00.000,1,60.163,24.938,60.166,24.931,25,18,45.0,20.0,2.9208,0.0,151,8,214,5,515.003,63.90163934426229
120,120,2020-08-01 12:39:00.000,1,60.155,24.948,60.169,24.933,29,28,45.0,20.0,2.9208,0.0,151,8,214,5,1046.2720000000002,63.90163934426229
121,121,2020-08-01 12:41:00.000,1,60.157,24.915,60.167,24.938,35,19,45.0,20.0,2.9208,0.0,152,8,214,5,492.573,63.2
122,122,2020-08-01 12:47:00.000,3,60.174,24.926,60.169,24.938,28,29,45.0,20.0,2.9208,0.0,153,8,214,5,876.0580000000003,61.90625
123,123,2020-08-01 12:47:00.000,4,60.156,24.939,60.158,24.914,32,19,45.0,20.0,2.9208,0.0,153,8,214,5,323.28799999999995,61.90625
124,124,2020-08-01 12:51:00.000,3,60.164,24.934,60.187,24.963,38,52,45.0,20.0,2.9208,0.0,154,8,214,5,2157.423999999998,70.8092105263158
125,125,2020-08-01 12:53:00.000,4,60.162,24.927,60.162,24.914,25,33,45.0,20.0,2.9208,0.0,154,8,214,5,155.72,63.68939393939394
126,126,2020-08-01 12:55:00.000,1,60.171,24.929,60.169,24.933,31,26,45.0,20.0,2.9208,0.0,155,8,214,5,421.3020000000001,63.774193548387096
127,127,2020-08-01 12:55:00.000,1,60.185,24.96,60.187,24.956,24,15,45.0,20.0,2.9208,0.0,155,8,214,5,0.0,80.15757575757576
128,128,2020-08-01 12:56:00.000,3,60.191,24.943,60.186,24.947,29,52,45.0,20.0,2.9208,0.0,155,8,214,5,74.565,80.15757575757576
129,129,2020-08-01 13:00:00.000,3,60.182,24.978,60.18,24.95,37,27,0.0,20.0,2.34567,0.0,156,8,214,5,214.072,79.97041420118343
130,130,2020-08-01 13:00:00.000,6,60.186,24.92,60.177,24.95,39,33,0.0,20.0,2.34567,0.0,156,8,214,5,2426.3960000000006,79.97041420118343
131,131,2020-08-01 13:02:00.000,4,60.163,24.948,60.163,24.945,19,30,0.0,20.0,2.34567,0.0,156,8,214,5,177.672,71.53631284916202
132,132,2020-08-01 13:04:00.000,5,60.19,24.962,60.187,24.956,23,39,0.0,20.0,2.34567,0.0,156,8,214,5,0.0,79.97041420118343
133,133,2020-08-01 13:05:00.000,3,60.185,24.917,60.184,24.92,30,40,0.0,20.0,2.34567,0.0,157,8,214,5,0.0,62.90967741935484
134,134,2020-08-01 13:06:00.000,4,60.191,24.962,60.185,24.961,48,18,0.0,20.0,2.34567,0.0,157,8,214,5,0.0,70.03164556962025
135,135,2020-08-01 13:07:00.000,1,60.16,24.935,60.163,24.942,25,21,0.0,20.0,2.34567,0.0,157,8,214,5,313.23,62.90967741935484
136,136,2020-08-01 13:09:00.000,6,60.189,24.95,60.185,24.953,30,41,0.0,20.0,2.34567,0.0,157,8,214,5,234.426,82.04444444444445
137,137,2020-08-01 13:11:00.000,6,60.175,24.93,60.163,24.926,35,48,0.0,20.0,2.34567,0.0,158,8,214,5,1393.8070000000002,62.75
138,138,2020-08-01 13:14:00.000,2,60.158,24.952,60.164,24.944,33,39,0.0,20.0,2.34567,0.0,158,8,214,5,616.7729999999999,62.75
139,139,2020-08-01 13:16:00.000,4,60.169,24.921,60.168,24.93,27,31,0.0,20.0,2.34567,0.0,159,8,214,5,368.315,60.734693877551024
140,140,2020-08-01 13:24:00.000,3,60.185,24.954,60.178,24.949,27,15,0.0,20.0,2.34567,0.0,160,8,214,5,710.3570000000001,80.88235294117646
141,141,2020-08-01 13:32:00.000,4,60.18,24.954,60.169,24.938,35,32,0.0,20.0,2.34567,0.0,162,8,214,5,1787.01,62.13872832369943
142,142,2020-08-01 13:32:00.000,1,60.156,24.914,60.169,24.941,35,32,0.0,20.0,2.34567,0.0,162,8,214,5,1152.581,62.13872832369943
143,143,2020-08-01 13:34:00.000,2,60.193,24.963,60.181,24.955,36,30,0.0,20.0,2.34567,0.0,162,8,214,5,0.0,68.83050847457628
144,144,2020-08-01 13:35:00.000,4,60.169,24.963,60.169,24.945,31,36,0.0,20.0,2.34567,0.0,163,8,214,5,588.629,79.9079754601227
145,145,2020-08-01 13:36:00.000,4,60.189,24.946,60.195,24.956,25,38,0.0,20.0,2.34567,0.0,163,8,214,5,751.2949999999998,79.9079754601227
146,146,2020-08-01 13:39:00.000,2,60.184,24.959,60.171,24.947,37,33,0.0,20.0,2.34567,0.0,163,8,214,5,1113.186,79.9079754601227
147,147,2020-08-01 13:41:00.000,2,60.19,24.956,60.187,24.964,23,27,0.0,20.0,2.34567,0.0,164,8,214,5,0.0,70.76923076923077
148,148,2020-08-01 13:42:00.000,5,60.199,24.965,60.187,24.962,29,25,0.0,20.0,2.34567,0.0,164,8,214,5,0.0,70.76923076923077
149,149,2020-08-01 13:54:00.000,2,60.19,24.952,60.178,24.949,31,15,0.0,20.0,2.34567,0.0,166,8,214,5,710.3570000000001,80.76223776223776
150,150,2020-08-01 14:06:00.000,3,60.168,24.923,60.167,24.936,32,24,0.0,20.0,1.04032,0.0,169,8,214,5,145.204,62.8029197080292
151,151,2020-08-01 14:06:00.000,10,60.2,24.969,60.192,24.952,44,27,0.0,20.0,1.04032,0.0,169,8,214,5,234.426,80.24242424242425
152,152,2020-08-01 14:07:00.000,1,60.17,24.947,60.157,24.955,35,50,0.0,20.0,1.04032,0.0,169,8,214,5,879.431,71.09944751381215
153,153,2020-08-01 14:14:00.000,1,60.175,24.923,60.18,24.927,23,17,0.0,20.0,1.04032,0.0,170,8,214,5,501.373,64.07194244604317
154,154,2020-08-01 14:14:00.000,2,60.167,24.929,60.168,24.935,24,20,0.0,20.0,1.04032,0.0,170,8,214,5,253.71800000000005,64.07194244604317
155,155,2020-08-01 14:14:00.000,4,60.16,24.944,60.169,24.941,31,34,0.0,20.0,1.04032,0.0,170,8,214,5,1047.188,64.07194244604317
156,156,2020-08-01 14:16:00.000,3,60.156,24.944,60.165,24.936,28,39,0.0,20.0,1.04032,0.0,171,8,214,5,800.116,62.30128205128205
157,157,2020-08-01 14:16:00.000,1,60.17,24.925,60.164,24.932,32,21,0.0,20.0,1.04032,0.0,171,8,214,5,652.0380000000001,62.30128205128205
158,158,2020-08-01 14:16:00.000,7,60.17,24.927,60.172,24.947,39,45,0.0,20.0,1.04032,0.0,171,8,214,5,1223.1219999999994,81.55319148936171
159,159,2020-08-01 14:20:00.000,4,60.197,24.956,60.193,24.958,26,29,0.0,20.0,1.04032,0.0,172,8,214,5,0.0,81.61797752808988
160,160,2020-08-01 14:23:00.000,5,60.161,24.942,60.169,24.943,42,27,0.0,20.0,1.04032,0.0,172,8,214,5,2224.296,64.07971014492753
161,161,2020-08-01 14:23:00.000,1,60.187,24.913,60.198,24.93,37,39,0.0,20.0,1.04032,0.0,172,8,214,5,117.252,64.07971014492753
162,162,2020-08-01 14:34:00.000,1,60.189,24.917,60.181,24.925,33,27,0.0,20.0,1.04032,0.0,174,8,214,5,230.121,63.3235294117647
163,163,2020-08-01 14:35:00.000,3,60.196,24.964,60.194,24.95,31,16,0.0,20.0,1.04032,0.0,175,8,214,5,234.426,81.29878048780488
164,164,2020-08-01 14:40:00.000,1,60.157,24.914,60.169,24.933,36,26,0.0,20.0,1.04032,0.0,176,8,214,5,788.1419999999999,62.770833333333336
165,165,2020-08-01 14:42:00.000,2,60.182,24.956,60.171,24.947,35,33,0.0,20.0,1.04032,0.0,176,8,214,5,1113.186,82.43373493975903
166,166,2020-08-01 14:42:00.000,1,60.166,24.929,60.167,24.94,24,16,0.0,20.0,1.04032,0.0,176,8,214,5,354.7029999999999,62.770833333333336
167,167,2020-08-01 14:42:00.000,6,60.172,24.922,60.167,24.932,33,52,0.0,20.0,1.04032,0.0,176,8,214,5,961.495,62.770833333333336
168,168,2020-08-01 14:43:00.000,1,60.169,24.956,60.167,24.966,27,20,0.0,20.0,1.04032,0.0,176,8,214,5,266.303,71.70555555555555
169,169,2020-08-01 14:51:00.000,4,60.165,24.945,60.167,24.931,36,50,0.0,20.0,1.04032,0.0,178,8,214,5,816.6959999999998,62.60740740740741
170,170,2020-08-01 14:52:00.000,2,60.174,24.927,60.169,24.933,37,33,0.0,20.0,1.04032,0.0,178,8,214,5,837.5079999999996,62.60740740740741
171,171,2020-08-01 14:56:00.000,2,60.16,24.948,60.159,24.942,25,20,0.0,20.0,1.04032,0.0,179,8,214,5,536.2890000000001,63.265822784810126
172,172,2020-08-01 14:59:00.000,1,60.177,24.925,60.184,24.924,29,14,0.0,20.0,1.04032,0.0,179,8,214,5,245.973,63.265822784810126
